Laptop,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,trials_7.order,participant,mapping,date,expName,psychopyVersion,OS,frameRate
1,99,0,99,0,1,98,603e4fff74df2edecbeb21a3,23,2023-07-20_19h41.20.917,templeton2A_SD_practice,2020.2.10,MacIntel,60
